Name,d,epochs,MSE,MAE,MAPE,R2 Square,TRAIN MSE,TIME,p,lr
Classic Star (no wrmp),3,30,9.76455,2.18281,0.11841,0.88273,2.88107,5,0.1,0.01
Big NN,3,30,17.41357,2.66315,0.13266,0.79087,5.68171,3,0.1,0.01
Ensemble,3,30,11.69385,2.40059,0.12314,0.85956,4.0529,4,0.1,0.01
Snap Ensemble,3,30,12.28756,2.37091,0.12409,0.85243,2.86836,4,0.1,0.01
Snap Star (shot wrmp),3,30,10.98234,2.27281,0.12006,0.8681,2.22129,5,0.1,0.01
Snap Star (new wrmp),3,30,12.01429,2.33877,0.12181,0.85571,2.98154,4,0.1,0.01
Classic Star (new wrmp),3,30,11.84297,2.27226,0.11435,0.85777,2.58421,4,0.0,0.01
Classic Star (no wrmp),3,30,11.37484,2.23611,0.11593,0.86339,2.21794,5,0.0,0.01
Big NN,3,30,13.42848,2.52541,0.14496,0.83873,3.6389,3,0.0,0.01
Ensemble,3,30,13.52693,2.22836,0.11407,0.83754,2.40776,4,0.0,0.01
Snap Ensemble,3,30,10.90463,2.20854,0.11245,0.86904,1.56755,4,0.0,0.01
Snap Star (shot wrmp),3,30,9.97049,2.15994,0.11253,0.88026,1.32258,5,0.0,0.01
Snap Star (new wrmp),3,30,11.02419,2.2389,0.11357,0.8676,1.80953,4,0.0,0.01
Classic Star (new wrmp),2,30,11.28556,2.33609,0.12082,0.86446,3.73575,3,0.1,0.01
Classic Star (no wrmp),2,30,12.11726,2.39168,0.12141,0.85447,3.55146,4,0.1,0.01
Big NN,2,30,14.39699,2.46882,0.12284,0.8271,3.17069,2,0.1,0.01
Ensemble,2,30,13.49765,2.47819,0.12179,0.8379,4.79876,3,0.1,0.01
Snap Ensemble,2,30,10.80207,2.24771,0.11975,0.87027,2.97152,3,0.1,0.01
Snap Star (shot wrmp),2,30,10.26904,2.19596,0.1145,0.87667,2.51741,4,0.1,0.01
Snap Star (new wrmp),2,30,10.42525,2.17184,0.11394,0.8748,2.7398,3,0.1,0.01
Classic Star (new wrmp),2,30,10.53741,2.24675,0.11609,0.87345,2.80468,3,0.0,0.01
Classic Star (no wrmp),2,30,10.96568,2.26439,0.11612,0.8683,2.58209,4,0.0,0.01
Big NN,2,30,11.84765,2.31376,0.12334,0.85771,3.34053,2,0.0,0.01
Ensemble,2,30,10.26463,2.18828,0.11969,0.87672,2.67007,3,0.0,0.01
Snap Ensemble,2,30,12.3518,2.25057,0.11355,0.85166,2.37396,3,0.0,0.01
Snap Star (shot wrmp),2,30,11.31487,2.21318,0.11605,0.86411,2.26994,4,0.0,0.01
Snap Star (new wrmp),2,30,12.70267,2.28206,0.11522,0.84744,2.5824,3,0.0,0.01
Classic Star (new wrmp),1,30,11.92436,2.35234,0.12023,0.85679,3.60742,2,0.1,0.01
Classic Star (no wrmp),1,30,10.99283,2.27663,0.12114,0.86798,3.30963,2,0.1,0.01
Big NN,1,30,13.75733,2.31748,0.12195,0.83478,3.33437,2,0.1,0.01
Ensemble,1,30,11.74968,2.3838,0.12499,0.85889,4.51318,2,0.1,0.01
Snap Ensemble,1,30,11.76172,2.3701,0.12311,0.85874,3.47111,2,0.1,0.01
Snap Star (shot wrmp),1,30,12.25359,2.35897,0.12281,0.85284,3.22089,2,0.1,0.01
Snap Star (new wrmp),1,30,13.4957,2.53668,0.13107,0.83792,4.24859,2,0.1,0.01
Classic Star (new wrmp),1,30,11.03199,2.28357,0.11667,0.86751,2.66769,2,0.0,0.01
Classic Star (no wrmp),1,30,11.17377,2.27442,0.11674,0.86581,2.25394,2,0.0,0.01
Big NN,1,30,14.84072,2.46951,0.12051,0.82177,2.89611,2,0.0,0.01
Ensemble,1,30,11.53507,2.2017,0.11144,0.86147,2.38096,2,0.0,0.01
Snap Ensemble,1,30,11.73496,2.25046,0.11325,0.85907,2.31695,2,0.0,0.01
Snap Star (shot wrmp),1,30,12.22309,2.33652,0.11796,0.8532,2.86724,2,0.0,0.01
Snap Star (new wrmp),1,30,10.60575,2.25256,0.12336,0.87263,2.89395,2,0.0,0.01
Classic Star (new wrmp),5,200,9.50115,2.09796,0.10931,0.88589,1.54475,45,0.1,0.01
Classic Star (no wrmp),5,200,9.25616,2.04967,0.10407,0.88884,1.53512,52,0.1,0.01
Big NN,5,200,11.43676,2.30573,0.11958,0.86265,1.76079,28,0.1,0.01
Ensemble,5,200,10.42374,2.21022,0.11963,0.87481,2.27666,44,0.1,0.01
Snap Ensemble,5,200,11.55515,2.25499,0.11679,0.86123,1.72282,43,0.1,0.01
Snap Star (shot wrmp),5,200,11.99172,2.23208,0.11378,0.85598,1.15541,52,0.1,0.01
Snap Star (new wrmp),5,200,11.99424,2.21676,0.11465,0.85595,1.60986,48,0.1,0.01
Classic Star (new wrmp),5,200,10.80254,2.11519,0.10547,0.87026,0.76159,43,0.0,0.01
Classic Star (no wrmp),5,200,10.21724,2.09422,0.10712,0.87729,0.84304,48,0.0,0.01
Big NN,5,200,10.24779,2.19391,0.11702,0.87693,0.87719,28,0.0,0.01
Ensemble,5,200,9.59895,2.04447,0.10206,0.88472,0.64919,42,0.0,0.01
Snap Ensemble,5,200,11.5443,2.23966,0.11477,0.86136,0.97948,43,0.0,0.01
Snap Star (shot wrmp),5,200,12.4069,2.32655,0.11847,0.851,0.92889,51,0.0,0.01
Snap Star (new wrmp),5,200,12.5594,2.30461,0.1176,0.84916,1.29304,48,0.0,0.01
Classic Star (new wrmp),4,200,9.52098,2.08749,0.106,0.88566,1.22815,39,0.1,0.01
Classic Star (no wrmp),4,200,10.43195,2.1712,0.10828,0.87471,1.2102,45,0.1,0.01
Big NN,4,200,11.83781,2.38138,0.12112,0.85783,1.25024,24,0.1,0.01
Ensemble,4,200,10.19754,2.17955,0.11282,0.87753,2.17908,35,0.1,0.01
Snap Ensemble,4,200,10.42753,2.14803,0.11169,0.87477,1.61283,36,0.1,0.01
Snap Star (shot wrmp),4,200,10.22291,2.11815,0.10845,0.87723,1.07326,43,0.1,0.01
Snap Star (new wrmp),4,200,10.09317,2.12547,0.10965,0.87878,1.31701,40,0.1,0.01
Classic Star (new wrmp),4,200,9.68209,2.07573,0.10407,0.88372,0.69923,35,0.0,0.01
Classic Star (no wrmp),4,200,9.24352,2.06485,0.10513,0.88899,0.61622,40,0.0,0.01
Big NN,4,200,14.03103,2.34368,0.11139,0.83149,1.22435,22,0.0,0.01
Ensemble,4,200,11.38648,2.17985,0.10678,0.86325,0.76907,34,0.0,0.01
Snap Ensemble,4,200,12.59381,2.30364,0.11217,0.84875,0.71189,39,0.0,0.01
Snap Star (shot wrmp),4,200,12.13699,2.3121,0.11266,0.85424,0.57484,45,0.0,0.01
Snap Star (new wrmp),4,200,12.0077,2.28964,0.11256,0.85579,0.63171,43,0.0,0.01
Classic Star (new wrmp),3,200,10.24122,2.13586,0.10718,0.87701,1.74785,28,0.1,0.01
Classic Star (no wrmp),3,200,10.6942,2.15493,0.10657,0.87157,1.42557,33,0.1,0.01
Big NN,3,200,10.41572,2.19815,0.11197,0.87491,1.04864,19,0.1,0.01
Ensemble,3,200,9.16394,2.13943,0.11045,0.88994,1.55845,28,0.1,0.01
Snap Ensemble,3,200,10.14016,2.14626,0.1122,0.87822,1.61388,29,0.1,0.01
Snap Star (shot wrmp),3,200,9.36195,2.08483,0.10635,0.88757,1.00232,35,0.1,0.01
Snap Star (new wrmp),3,200,9.80961,2.10627,0.10862,0.88219,1.31491,33,0.1,0.01
Classic Star (new wrmp),3,200,10.85025,2.11078,0.10595,0.86969,0.95473,41,0.0,0.01
Classic Star (no wrmp),3,200,10.30046,2.09002,0.10641,0.87629,0.71246,59,0.0,0.01
Big NN,3,200,12.85976,2.35955,0.12579,0.84556,1.30918,29,0.0,0.01
Ensemble,3,200,11.7245,2.25805,0.11246,0.85919,1.66398,41,0.0,0.01
Snap Ensemble,3,200,13.09122,2.21648,0.11061,0.84278,0.77125,39,0.0,0.01
Snap Star (shot wrmp),3,200,13.50153,2.27706,0.11645,0.83785,0.60496,45,0.0,0.01
Snap Star (new wrmp),3,200,13.87003,2.31612,0.11772,0.83342,0.72769,44,0.0,0.01
Classic Star (new wrmp),2,200,10.22266,2.14178,0.10864,0.87723,2.03684,31,0.1,0.01
Classic Star (no wrmp),2,200,10.01762,2.11581,0.10551,0.87969,1.72454,37,0.1,0.01
Big NN,2,200,9.95898,2.14274,0.1088,0.88039,1.17687,21,0.1,0.01
Ensemble,2,200,11.81472,2.26885,0.1137,0.85811,3.0863,28,0.1,0.01
Snap Ensemble,2,200,10.45699,2.15689,0.11103,0.87441,1.66635,33,0.1,0.01
Snap Star (shot wrmp),2,200,10.68233,2.15376,0.10615,0.87171,1.53265,38,0.1,0.01
Snap Star (new wrmp),2,200,9.86379,2.09761,0.10729,0.88154,1.40781,35,0.1,0.01
Classic Star (new wrmp),2,200,11.00464,2.1909,0.1098,0.86784,1.01761,29,0.0,0.01
Classic Star (no wrmp),2,200,10.62244,2.20882,0.11426,0.87243,0.814,35,0.0,0.01
Big NN,2,200,11.11064,2.20634,0.10831,0.86656,0.72036,21,0.0,0.01
Ensemble,2,200,10.2189,2.14049,0.11105,0.87727,1.00327,36,0.0,0.01
Snap Ensemble,2,200,12.09259,2.20464,0.10886,0.85477,0.81657,31,0.0,0.01
Snap Star (shot wrmp),2,200,13.06618,2.26354,0.11095,0.84308,1.01192,36,0.0,0.01
Snap Star (new wrmp),2,200,13.08169,2.26835,0.11083,0.84289,0.86642,34,0.0,0.01
Classic Star (new wrmp),1,200,9.5874,2.09729,0.11196,0.88486,1.47976,21,0.1,0.01
Classic Star (no wrmp),1,200,8.91457,1.99073,0.10293,0.89294,1.31858,26,0.1,0.01
Big NN,1,200,12.06969,2.48879,0.13746,0.85505,3.13839,17,0.1,0.01
Ensemble,1,200,11.97132,2.37644,0.11706,0.85623,2.54365,22,0.1,0.01
Snap Ensemble,1,200,11.20156,2.24133,0.11546,0.86547,1.92149,20,0.1,0.01
Snap Star (shot wrmp),1,200,12.01699,2.26113,0.1126,0.85568,1.77767,24,0.1,0.01
Snap Star (new wrmp),1,200,11.43686,2.19964,0.11033,0.86265,1.94427,21,0.1,0.01
Classic Star (new wrmp),1,200,11.80072,2.22191,0.10911,0.85828,1.0854,14,0.0,0.01
Classic Star (no wrmp),1,200,11.07163,2.19961,0.10917,0.86703,0.64249,19,0.0,0.01
Big NN,1,200,13.47029,2.39134,0.11629,0.83822,0.94736,12,0.0,0.01
Ensemble,1,200,10.22516,2.12727,0.11214,0.8772,0.90073,16,0.0,0.01
Snap Ensemble,1,200,12.45822,2.20883,0.10636,0.85038,0.93221,16,0.0,0.01
Snap Star (shot wrmp),1,200,12.09419,2.21042,0.10686,0.85475,0.95391,18,0.0,0.01
Snap Star (new wrmp),1,200,11.98551,2.14454,0.10367,0.85606,1.13617,19,0.0,0.01
Classic Star (new wrmp),5,150,9.49228,2.06387,0.10608,0.886,1.49759,43,0.1,0.01
Classic Star (no wrmp),5,150,10.37205,2.16429,0.11234,0.87543,1.4472,50,0.1,0.01
Big NN,5,150,11.3931,2.27569,0.11186,0.86317,1.46997,22,0.1,0.01
Ensemble,5,150,11.77274,2.27808,0.11064,0.85861,2.96739,40,0.1,0.01
Snap Ensemble,5,150,11.0696,2.19805,0.11497,0.86706,1.74833,44,0.1,0.01
Snap Star (shot wrmp),5,150,10.84985,2.18024,0.11315,0.8697,1.28655,51,0.1,0.01
Snap Star (new wrmp),5,150,11.03191,2.18722,0.11098,0.86751,1.63518,48,0.1,0.01
Classic Star (new wrmp),5,150,10.72118,2.1537,0.10723,0.87124,0.72455,39,0.0,0.01
Classic Star (no wrmp),5,150,10.91605,2.17654,0.10883,0.8689,0.71952,44,0.0,0.01
Big NN,5,150,11.78508,2.41683,0.12113,0.85846,1.77334,21,0.0,0.01
Ensemble,5,150,10.67577,2.14397,0.11123,0.87179,1.0877,39,0.0,0.01
Snap Ensemble,5,150,11.49092,2.20451,0.11145,0.862,1.1113,44,0.0,0.01
Snap Star (shot wrmp),5,150,12.40547,2.24221,0.11237,0.85101,0.99933,51,0.0,0.01
Snap Star (new wrmp),5,150,12.7459,2.24706,0.11325,0.84692,1.26065,48,0.0,0.01
Classic Star (new wrmp),4,150,10.07336,2.1694,0.11659,0.87902,1.70328,37,0.1,0.01
Classic Star (no wrmp),4,150,9.94886,2.1418,0.10993,0.88052,1.35446,41,0.1,0.01
Big NN,4,150,12.24957,2.38641,0.12215,0.85289,1.3569,20,0.1,0.01
Ensemble,4,150,10.03078,2.18003,0.11267,0.87953,2.09068,41,0.1,0.01
Snap Ensemble,4,150,10.80124,2.19047,0.11235,0.87028,1.74447,33,0.1,0.01
Snap Star (shot wrmp),4,150,11.37926,2.19748,0.11058,0.86334,1.54604,39,0.1,0.01
Snap Star (new wrmp),4,150,9.80669,2.08781,0.10679,0.88222,1.40755,36,0.1,0.01
Classic Star (new wrmp),4,150,10.02363,2.12859,0.106,0.87962,0.93139,34,0.0,0.01
Classic Star (no wrmp),4,150,10.88323,2.14191,0.10659,0.86929,0.8937,38,0.0,0.01
Big NN,4,150,12.91562,2.36628,0.11299,0.84489,2.17739,19,0.0,0.01
Ensemble,4,150,10.53548,2.1271,0.11068,0.87347,1.33028,35,0.0,0.01
Snap Ensemble,4,150,11.3023,2.19452,0.10822,0.86426,0.6268,32,0.0,0.01
Snap Star (shot wrmp),4,150,12.27511,2.25799,0.11288,0.85258,0.63317,37,0.0,0.01
Snap Star (new wrmp),4,150,11.92517,2.23378,0.11106,0.85678,0.58242,36,0.0,0.01
Classic Star (new wrmp),3,150,9.26691,2.06452,0.10494,0.88871,1.61577,26,0.1,0.01
Classic Star (no wrmp),3,150,9.16674,2.0561,0.10511,0.88991,1.57469,31,0.1,0.01
Big NN,3,150,10.87097,2.30878,0.12089,0.86944,1.82393,18,0.1,0.01
Ensemble,3,150,10.28396,2.23079,0.12016,0.87649,2.06116,30,0.1,0.01
Snap Ensemble,3,150,10.94367,2.15105,0.11086,0.86857,1.83136,29,0.1,0.01
Snap Star (shot wrmp),3,150,11.45401,2.23971,0.11244,0.86244,1.3988,33,0.1,0.01
Snap Star (new wrmp),3,150,10.84882,2.13872,0.1116,0.86971,1.41571,32,0.1,0.01
Classic Star (new wrmp),3,150,11.69249,2.24141,0.1085,0.85958,0.9228,27,0.0,0.01
Classic Star (no wrmp),3,150,11.99483,2.26321,0.11288,0.85594,0.96403,31,0.0,0.01
Big NN,3,150,17.03341,2.59298,0.11794,0.79543,2.72082,17,0.0,0.01
Ensemble,3,150,11.14892,2.18886,0.10673,0.8661,1.28911,27,0.0,0.01
Snap Ensemble,3,150,11.72363,2.20278,0.10888,0.8592,0.89489,24,0.0,0.01
Snap Star (shot wrmp),3,150,11.44188,2.19408,0.10753,0.86259,0.73702,27,0.0,0.01
Snap Star (new wrmp),3,150,11.59388,2.18182,0.1066,0.86076,0.8449,27,0.0,0.01
Classic Star (new wrmp),2,150,9.11308,2.03461,0.10747,0.89055,1.65668,22,0.1,0.01
Classic Star (no wrmp),2,150,9.24409,2.02707,0.10813,0.88898,1.47643,25,0.1,0.01
Big NN,2,150,14.01788,2.43046,0.11807,0.83165,3.73316,14,0.1,0.01
Ensemble,2,150,10.75595,2.3027,0.12987,0.87082,2.46618,21,0.1,0.01
Snap Ensemble,2,150,12.38128,2.30909,0.11616,0.8513,1.92196,19,0.1,0.01
Snap Star (shot wrmp),2,150,11.59002,2.22963,0.1113,0.86081,1.48127,22,0.1,0.01
Snap Star (new wrmp),2,150,11.43538,2.21803,0.10993,0.86266,1.761,22,0.1,0.01
Classic Star (new wrmp),2,150,10.30393,2.14611,0.10874,0.87625,1.12563,17,0.0,0.01
Classic Star (no wrmp),2,150,10.40009,2.14388,0.1074,0.8751,0.97705,21,0.0,0.01
Big NN,2,150,12.68721,2.39831,0.11527,0.84763,1.58199,13,0.0,0.01
Ensemble,2,150,10.38736,2.13273,0.10678,0.87525,1.07749,19,0.0,0.01
Snap Ensemble,2,150,11.65443,2.19304,0.1104,0.86003,1.00392,18,0.0,0.01
Snap Star (shot wrmp),2,150,11.1159,2.14116,0.10669,0.8665,1.13099,23,0.0,0.01
Snap Star (new wrmp),2,150,11.53286,2.16681,0.10867,0.86149,1.22195,21,0.0,0.01
Classic Star (new wrmp),1,150,8.63951,2.03998,0.10947,0.89624,1.76438,11,0.1,0.01
Classic Star (no wrmp),1,150,9.93352,2.1537,0.1114,0.8807,1.57378,14,0.1,0.01
Big NN,1,150,10.24055,2.13985,0.11036,0.87701,1.8833,9,0.1,0.01
Ensemble,1,150,11.8373,2.26247,0.11025,0.85784,2.13171,15,0.1,0.01
Snap Ensemble,1,150,11.94099,2.28558,0.11783,0.85659,1.8627,12,0.1,0.01
Snap Star (shot wrmp),1,150,11.01479,2.20259,0.11303,0.86771,1.53694,14,0.1,0.01
Snap Star (new wrmp),1,150,10.8479,2.25466,0.11562,0.86972,1.75113,14,0.1,0.01
Classic Star (new wrmp),1,150,10.2708,2.15362,0.10964,0.87665,1.00736,10,0.0,0.01
Classic Star (no wrmp),1,150,10.55197,2.16007,0.10706,0.87327,0.9696,14,0.0,0.01
Big NN,1,150,14.85093,2.56898,0.12323,0.82164,2.39109,10,0.0,0.01
Ensemble,1,150,12.51391,2.20391,0.11033,0.84971,0.90124,12,0.0,0.01
Snap Ensemble,1,150,11.6644,2.26142,0.11122,0.85991,0.85467,12,0.0,0.01
Snap Star (shot wrmp),1,150,11.21963,2.17621,0.10691,0.86525,1.10685,13,0.0,0.01
Snap Star (new wrmp),1,150,11.94151,2.23586,0.10864,0.85659,0.92433,12,0.0,0.01
Classic Star (new wrmp),5,75,10.60556,2.21389,0.11338,0.87263,2.34883,20,0.1,0.01
Classic Star (no wrmp),5,75,10.23059,2.18579,0.11347,0.87713,1.90653,22,0.1,0.01
Big NN,5,75,12.00868,2.29115,0.11228,0.85578,2.6694,11,0.1,0.01
Ensemble,5,75,11.13082,2.22466,0.11626,0.86632,2.46968,18,0.1,0.01
Snap Ensemble,5,75,10.3231,2.16818,0.11059,0.87602,1.66795,19,0.1,0.01
Snap Star (shot wrmp),5,75,10.17437,2.15446,0.1082,0.87781,1.40805,24,0.1,0.01
Snap Star (new wrmp),5,75,9.82531,2.12718,0.11097,0.882,1.56627,21,0.1,0.01
Classic Star (new wrmp),5,75,10.7563,2.13068,0.10681,0.87082,1.18995,17,0.0,0.01
Classic Star (no wrmp),5,75,10.64323,2.12709,0.10763,0.87218,1.18372,20,0.0,0.01
Big NN,5,75,14.6799,2.37222,0.11348,0.8237,2.39036,10,0.0,0.01
Ensemble,5,75,9.59599,2.07954,0.10812,0.88475,1.26335,18,0.0,0.01
Snap Ensemble,5,75,10.47551,2.17219,0.1111,0.87419,0.99731,18,0.0,0.01
Snap Star (shot wrmp),5,75,10.44992,2.15481,0.11028,0.8745,0.94849,21,0.0,0.01
Snap Star (new wrmp),5,75,10.72353,2.16145,0.10983,0.87121,0.98244,19,0.0,0.01
Classic Star (new wrmp),4,75,10.13601,2.16454,0.1125,0.87827,1.768,15,0.1,0.01
Classic Star (no wrmp),4,75,9.94666,2.14663,0.11088,0.88054,1.84523,18,0.1,0.01
Big NN,4,75,15.20318,2.40414,0.12605,0.81741,2.24086,9,0.1,0.01
Ensemble,4,75,11.79991,2.25787,0.11472,0.85829,2.55106,14,0.1,0.01
Snap Ensemble,4,75,10.72104,2.25165,0.12059,0.87124,2.2718,15,0.1,0.01
Snap Star (shot wrmp),4,75,10.20889,2.1729,0.11254,0.87739,1.68862,17,0.1,0.01
Snap Star (new wrmp),4,75,10.18322,2.18577,0.11487,0.8777,2.0408,18,0.1,0.01
Classic Star (new wrmp),4,75,11.57375,2.11027,0.10475,0.861,1.44786,14,0.0,0.01
Classic Star (no wrmp),4,75,11.34938,2.10099,0.10548,0.8637,1.29308,17,0.0,0.01
Big NN,4,75,12.99509,2.46736,0.12588,0.84393,3.06332,9,0.0,0.01
Ensemble,4,75,11.98925,2.21803,0.10653,0.85601,1.89313,15,0.0,0.01
Snap Ensemble,4,75,11.8709,2.25896,0.11248,0.85743,1.14206,15,0.0,0.01
Snap Star (shot wrmp),4,75,11.82635,2.25479,0.11414,0.85797,1.05983,17,0.0,0.01
Snap Star (new wrmp),4,75,12.19452,2.25207,0.11065,0.85355,1.28794,16,0.0,0.01
Classic Star (new wrmp),3,75,9.48028,2.12469,0.11134,0.88614,1.81709,12,0.1,0.01
Classic Star (no wrmp),3,75,9.13812,2.10905,0.11037,0.89025,1.9944,14,0.1,0.01
Big NN,3,75,10.93852,2.31498,0.11606,0.86863,3.04063,7,0.1,0.01
Ensemble,3,75,9.65902,2.16691,0.11406,0.884,2.78258,11,0.1,0.01
Snap Ensemble,3,75,12.42538,2.29812,0.1218,0.85077,2.3484,12,0.1,0.01
Snap Star (shot wrmp),3,75,11.65554,2.24199,0.11684,0.86002,1.76372,14,0.1,0.01
Snap Star (new wrmp),3,75,11.57574,2.22886,0.11958,0.86098,1.95521,14,0.1,0.01
Classic Star (new wrmp),3,75,9.95112,2.17712,0.11303,0.88049,1.11862,11,0.0,0.01
Classic Star (no wrmp),3,75,10.61116,2.17705,0.1113,0.87256,1.35514,12,0.0,0.01
Big NN,3,75,11.68599,2.21036,0.10992,0.85965,1.99671,7,0.0,0.01
Ensemble,3,75,9.16638,2.08697,0.11053,0.88991,1.37985,11,0.0,0.01
Snap Ensemble,3,75,11.27338,2.22352,0.11181,0.86461,1.06679,11,0.0,0.01
Snap Star (shot wrmp),3,75,11.59573,2.26205,0.11044,0.86074,0.96198,13,0.0,0.01
Snap Star (new wrmp),3,75,10.81757,2.23724,0.11101,0.87008,0.93432,12,0.0,0.01
Classic Star (new wrmp),2,75,11.75287,2.22607,0.11182,0.85885,2.63203,9,0.1,0.01
Classic Star (no wrmp),2,75,11.01257,2.18332,0.11231,0.86774,2.4363,10,0.1,0.01
Big NN,2,75,14.19619,2.41552,0.11521,0.82951,3.50639,7,0.1,0.01
Ensemble,2,75,11.38739,2.2625,0.12577,0.86324,2.54559,8,0.1,0.01
Snap Ensemble,2,75,10.66834,2.23858,0.11668,0.87188,2.42694,9,0.1,0.01
Snap Star (shot wrmp),2,75,9.56266,2.14067,0.11037,0.88515,1.77143,11,0.1,0.01
Snap Star (new wrmp),2,75,9.65881,2.21004,0.11896,0.884,1.91225,9,0.1,0.01
Classic Star (new wrmp),2,75,10.29753,2.13245,0.10699,0.87633,1.57174,7,0.0,0.01
Classic Star (no wrmp),2,75,9.55293,2.09887,0.10789,0.88527,1.47334,9,0.0,0.01
Big NN,2,75,13.71184,2.50547,0.12893,0.83532,1.39785,6,0.0,0.01
Ensemble,2,75,10.5609,2.20255,0.11441,0.87317,2.42505,8,0.0,0.01
Snap Ensemble,2,75,10.93446,2.15648,0.10957,0.86868,1.27298,9,0.0,0.01
Snap Star (shot wrmp),2,75,12.28542,2.25331,0.11163,0.85245,1.26511,10,0.0,0.01
Snap Star (new wrmp),2,75,12.09717,2.2643,0.11239,0.85472,1.45101,10,0.0,0.01
Classic Star (new wrmp),1,75,12.06219,2.30163,0.11751,0.85514,2.7719,5,0.1,0.01
Classic Star (no wrmp),1,75,11.05991,2.22033,0.11574,0.86717,2.19915,6,0.1,0.01
Big NN,1,75,11.81406,2.37417,0.11797,0.85812,2.12738,5,0.1,0.01
Ensemble,1,75,11.08477,2.22337,0.11102,0.86687,2.72416,5,0.1,0.01
Snap Ensemble,1,75,11.12683,2.28597,0.1208,0.86637,2.53997,6,0.1,0.01
Snap Star (shot wrmp),1,75,11.33309,2.23186,0.11517,0.86389,2.28525,7,0.1,0.01
Snap Star (new wrmp),1,75,11.93201,2.30611,0.11248,0.8567,3.41552,6,0.1,0.01
Classic Star (new wrmp),1,75,10.25583,2.24095,0.11409,0.87683,1.49143,5,0.0,0.01
Classic Star (no wrmp),1,75,10.86442,2.23257,0.11229,0.86952,1.61203,7,0.0,0.01
Big NN,1,75,11.6436,2.34473,0.12387,0.86016,1.49084,4,0.0,0.01
Ensemble,1,75,11.4862,2.24069,0.11023,0.86205,1.46381,6,0.0,0.01
Snap Ensemble,1,75,11.82368,2.25399,0.11307,0.858,1.23921,6,0.0,0.01
Snap Star (shot wrmp),1,75,12.00404,2.28024,0.1121,0.85583,1.54733,6,0.0,0.01
Snap Star (new wrmp),1,75,11.25823,2.20899,0.10997,0.86479,1.3946,6,0.0,0.01
Classic Star (new wrmp),5,30,11.47437,2.31306,0.11698,0.8622,3.47191,7,0.1,0.01
Classic Star (no wrmp),5,30,10.78206,2.25142,0.11622,0.87051,2.7389,8,0.1,0.01
Big NN,5,30,12.76717,2.49048,0.12694,0.84667,4.63214,4,0.1,0.01
Ensemble,5,30,12.8311,2.42862,0.12743,0.8459,3.94572,7,0.1,0.01
Snap Ensemble,5,30,12.12358,2.31892,0.12112,0.8544,2.45305,7,0.1,0.01
Snap Star (shot wrmp),5,30,10.67976,2.20648,0.11574,0.87174,1.74534,9,0.1,0.01
Snap Star (new wrmp),5,30,11.40489,2.28088,0.12158,0.86303,2.51991,7,0.1,0.01
Classic Star (new wrmp),5,30,12.1533,2.24948,0.11552,0.85404,2.48033,6,0.0,0.01
Classic Star (no wrmp),5,30,11.19723,2.16616,0.11184,0.86552,1.97879,7,0.0,0.01
Big NN,5,30,14.44027,2.57864,0.1377,0.82658,3.52818,4,0.0,0.01
Ensemble,5,30,11.28766,2.31608,0.12073,0.86444,2.75164,6,0.0,0.01
Snap Ensemble,5,30,12.23209,2.21386,0.1116,0.8531,1.49312,7,0.0,0.01
Snap Star (shot wrmp),5,30,12.69502,2.22677,0.11059,0.84754,1.26537,8,0.0,0.01
Snap Star (new wrmp),5,30,11.88387,2.2144,0.11519,0.85728,1.38856,7,0.0,0.01
Classic Star (new wrmp),4,30,12.62419,2.35303,0.11973,0.84839,2.83255,6,0.1,0.01
Classic Star (no wrmp),4,30,11.78754,2.33146,0.11837,0.85843,3.43009,7,0.1,0.01
Big NN,4,30,11.40327,2.34913,0.13082,0.86305,3.84588,4,0.1,0.01
Ensemble,4,30,12.25656,2.43036,0.12956,0.8528,4.10576,5,0.1,0.01
Snap Ensemble,4,30,12.21406,2.34088,0.11977,0.85331,2.79446,5,0.1,0.01
Snap Star (shot wrmp),4,30,12.2721,2.35408,0.12106,0.85261,2.23609,7,0.1,0.01
Snap Star (new wrmp),4,30,12.32554,2.32698,0.12018,0.85197,2.63659,5,0.1,0.01
Classic Star (new wrmp),4,30,10.70103,2.23322,0.11621,0.87148,2.46088,5,0.0,0.01
Classic Star (no wrmp),4,30,10.51012,2.21773,0.11464,0.87378,2.56036,6,0.0,0.01
Big NN,4,30,13.85865,2.42901,0.12059,0.83356,3.03461,3,0.0,0.01
Ensemble,4,30,11.70735,2.26298,0.11838,0.8594,2.27824,6,0.0,0.01
Snap Ensemble,4,30,10.83174,2.21391,0.11031,0.86991,1.84527,5,0.0,0.01
Snap Star (shot wrmp),4,30,9.99279,2.1383,0.10813,0.87999,1.60913,6,0.0,0.01
Snap Star (new wrmp),4,30,10.24337,2.16889,0.11067,0.87698,1.83432,5,0.0,0.01
Classic Star (new wrmp),3,30,11.8173,2.33561,0.12486,0.85808,3.26938,4,0.1,0.01
Classic Star (no wrmp),3,30,10.74794,2.25903,0.11895,0.87092,2.6265,5,0.1,0.01
Big NN,3,30,12.51746,2.4303,0.13964,0.84967,4.18121,3,0.1,0.01
Ensemble,3,30,13.27575,2.39757,0.13171,0.84056,3.58856,6,0.1,0.01
Snap Ensemble,3,30,12.18469,2.33282,0.12191,0.85366,3.13466,5,0.1,0.01
Snap Star (shot wrmp),3,30,10.91226,2.25106,0.11904,0.86895,2.32712,6,0.1,0.01
