Name,d,epochs,accuracy,entropy,TIME,p,lr
Classic Star (new wrmp),5,25,0.9226,0.22847914695739746,2239,0.0,0.001
Classic Star (no wrmp),5,25,0.922,0.22858132421970367,2589,0.0,0.001
Big NN,5,25,0.9096,0.48061996698379517,1560,0.0,0.001
Ensemble,5,25,0.9179,0.2290540209926824,2052,0.0,0.001
Snap Ensemble,5,25,0.902,0.3304553544792088,2036,0.0,0.001
Snap Star (shot wrmp),5,25,0.8975,1.1523640155792236,2588,0.0,0.001
Snap Star (new wrmp),5,25,0.8976,1.1359798908233643,2369,0.0,0.001
